Deutsch,English
alptraum ,nightmare
regina ,regina
ausgesehen ,look
reichtum ,wealth
überaus ,extremely
eisen ,iron
beamen ,beam
haftbefehl ,arrest warrant
verletzte ,injured person
buchstäblich ,literally
größter ,largest
sylvia ,Sylvia
flieg ,fly
dreckige ,dirty
erfinden ,invent
ernte ,harvest
kamin ,chimney
scotty ,scotty
weste ,vest
sahst ,saw
kennzeichen ,Mark
grayson ,Grayson
kronen ,crown
wage ,wage
z ,Z
siegen ,win
verlobten ,fiancee
edgar ,Edgar
afghanistan ,Afghanistan
würdig ,worthy
aufwacht ,wake up
gratulieren ,congratulate
schwager ,brother in law
violet ,violet
infos ,Info
föderation ,federation
dose ,can
wärme ,warmth
erschienen ,appeared
magazin ,magazine
klemme ,clamp
schenkt ,gifts
min ,min
wars ,ward
verstoßen ,violate
nicholas ,Nicholas
georgia ,Georgia
kräftig ,strong
herzens ,heart
mel ,mel
nachbarin ,neighbor
igitt ,igitt
formel ,formula
bro ,bro
hervor ,out
wohnwagen ,caravan
wegwerfen ,throw away
spinne ,spider
tumor ,tumor
bezahlung ,pay
päckchen ,parcel
grob ,rough
nagel ,nail
donovan ,Donovan
starren ,stare
vertreiben ,drive out
wirkst ,works
traust ,dare
heiratete ,married
take ,take -off
neuesten ,latest
e-mails ,e-mails
gitter ,lattice
blocks ,blocks
erobern ,conquer
gin ,gin
spinnen ,be crazy
gestalt ,shape
liter ,liter
patty ,patty
drew ,Drew
illusion ,illusion
plaudern ,chat
schneidet ,cuts
welle ,wave
samuel ,Samuel
haft ,imprisonment
seltsamen ,strange
spannung ,tension
knallt ,bangs
zurückzukehren ,to return
bestimmung ,determination
tresor ,safe
amber ,amber
verfluchten ,cursed
fischer ,fisherman
verluste ,losses
lehre ,teach
jenna ,Jenna
revolver ,revolver
schrott ,scrap metal
verbringt ,spend
state ,state
wähle ,choose
films ,film
vorhang ,curtain
mitspielen ,play along
erregt ,excited
arbeiteten ,work
aufgelöst ,resolved
überlass ,leak
trag ,wearing
überein ,agree
unterrichtet ,informed
ungewöhnliches ,unusual
eve ,Eve
lagerhaus ,warehouse
raub ,robbery
visionen ,visions
firmen ,companies
liv ,liv
verhandlungen ,negotiations
fickt ,fucks
verdorben ,spoiled
produktion ,production
füreinander ,for each other
krankheiten ,Diseases
reggie ,reggie
jeanne ,Jeanne
schräg ,aslant
belle ,bark
bluten ,blossoms
meinten ,meant
beamten ,civil servant
h. ,H.
bereden ,talk about
claudia ,Claudia
einmischen ,interfere
ärsche ,ass
futter ,feed
verknallt ,Crush
muschi ,pussy
beschuldigen ,accuse
aktien ,shares
harrison ,Harrison
scheißer ,shit
sexuell ,sexually
kinderspiel ,child's play
torres ,torres
magische ,magical
dummheit ,stupidity
gezahlt ,paid
bewegungen ,movements
karre ,cart
abziehen ,pull it off
bedarf ,requirement
üblichen ,usual
umgelegt ,lodged
inhalt ,contents
dankbarkeit ,gratitude
peng ,peng
herkommt ,come from
geehrt ,honored
träumte ,dreamed
make-up ,make up
verhört ,interrogated
messe ,fair
anwesen ,estate
deutscher ,German
saubere ,clean
gebete ,prayer
pommes ,French fries
toni ,toni
lande ,land
ruht ,rests
anerkennung ,recognition
wunderbaren ,wonderful
galaxie ,galaxy
vermutung ,supposition
inklusive ,included
überwachung ,surveillance
unabhängig ,independent
brien ,Brien
fernhalten ,keep away
statue ,statue
bestätigung ,confirmation
dawn ,dawn
finale ,final
verzweiflung ,Despair
gewährt ,granted
deprimiert ,depressed
erteilen ,To give
colin ,colin
rahmen ,frame
durchgedreht ,crazy
erteilt ,granted
fotze ,cunt
fehlte ,was missing
verlorene ,lost
kanonen ,cannons
kansas ,Kansas
klub ,club
britischen ,British
aufzubauen ,build up
jubeln ,to cheer
ausgelöscht ,extinguished
marianne ,Marianne
stu ,stu
servieren ,serve
weltweit ,worldwide
fotografieren ,taking photos
niederlage ,defeat
zehen ,toes
schwächen ,weaknesses
sternen ,star
sheila ,Sheila
bemühen ,make an effort
logik ,logic
stillen ,breastfeed
bellows ,Bellows
todesursache ,cause of death
beschaffen ,procure
abgezogen ,pulled out
klassische ,classic
außergewöhnlich ,unusual
gruppen ,groups
schwarzes ,black
durchhalten ,keep up
lm ,lm
weitergeht ,continues
kooperieren ,cooperate
mächtigen ,mighty
greif ,gripping
mehreren ,several
verschwindest ,disappear
forderungen ,requirements
anfall ,seizure
klare ,clear
teresa ,Teresa
wunderschönen ,beautiful
bestehe ,exist
verkaufte ,sold
aufeinander ,on each other
garcia ,Garcia
hässliche ,ugly
großem ,big
mitbekommen ,get
gate ,gate
saul ,Saul
ingenieur ,engineer
campbell ,campbell
andenken ,souvenir
eintreten ,enter
kämpfte ,fought
zustimmung ,approval
besagt ,said
roter ,red
flamme ,flame
aufzuhören ,stop
dokument ,document
bishop ,Bishop
schuhen ,shoes
timmy ,Timmy
simone ,Simone
federn ,feathers
paps ,dad
auswendig ,by rote
bundy ,bundy
spezielle ,specific
experimente ,experiments
szenen ,scenes
gezählt ,counted
pfannkuchen ,pancakes
hase ,hare
highway ,highway
aufenthalt ,stay
bennett ,bennett
devon ,Devon
polly ,polly
verstecke ,hide -and -seek
summen ,buzz
blutung ,bleeding
more ,more
heidi ,Heidi
hilflos ,helpless
staatsanwaltschaft ,Public prosecutor
ehrlichkeit ,honesty
messen ,measure
mächtige ,mighty
stur ,stubborn
ringe ,rings
weiterleben ,live on
aufspüren ,track down
keks ,biscuit
rückgängig ,undone
fünfte ,fifth
netflix ,Netflix
mieten ,rent
speziell ,special
neugier ,curiosity
nägel ,nail
ausgefallen ,fancy
glen ,glen
yes ,yes
verstorbenen ,deceased
verkleidet ,disguised
entdeckung ,discovery
rauche ,smoke
betteln ,beg
blond ,blond
cam ,cam
gilbert ,Gilbert
burt ,burst
weggegangen ,gone
nutze ,use
gütiger ,kind
abgebrochen ,canceled
herkunft ,origin
annahme ,assumption
wirfst ,throw
gestank ,stink
hintertür ,back door
truthahn ,Turkey
gefüllt ,filled
bereithalten ,keep
vorhat ,plan
eleanor ,eleanor
touristen ,tourists
fordere ,demand
tagsüber ,during the day
feucht ,moist
jeans ,Jeans
befragung ,survey
abgelaufen ,expired
picard ,picard
fu ,fu
wunderbarer ,wonderful
depp ,douchebag
hüte ,hats
israel ,Israel
ausschau ,strike
kreischt ,screeching
bellen ,bark
manipulieren ,manipulate
studie ,study
heinrich ,Heinrich
knurren ,growl
busch ,bush
abwesenheit ,absence
reitet ,rode
komplizierter ,more complicated
traut ,dare
bestellung ,an order
tatsachen ,facts
heiligkeit ,holiness
back ,back
jahrhunderts ,century
verglichen ,compared
sehnsucht ,longing
überredet ,persuaded
demokratie ,democracy
ranger ,ranger
empfehle ,recommendation
schalt ,gear
gevögelt ,fucked
young ,Young
ra ,ra
silver ,silver
kräften ,powers
rauszukommen ,get out
schäden ,damage
aggressiv ,aggressive
ausleihen ,lend
bella ,Bella
schlucken ,swallow
wesentlich ,significant
ca. ,approx.
satan ,Satan
erben ,inherit
police ,policy
horn ,horn
lebende ,living
schmutzige ,dirty
eiskalt ,freezing
sirene ,siren
birthday ,Birthday
ritual ,ritual
ira ,Ira
pflanze ,plant
stürzt ,rush
reynolds ,Reynolds
investiert ,invested
bernie ,Bernie
marilyn ,Marilyn
formen ,to form
freundchen ,friend
politischen ,political
freigelassen ,released
lionel ,Lionel
rausgeworfen ,kicked out
verprügeln ,beat up
bescheiden ,modest
garderobe ,wardrobe
streifen ,strip
rausgekommen ,come out
jodi ,Jodi
voneinander ,from each other
wirt ,host
kasten ,crate
zeichnen ,draw
backen ,bake
scheitern ,fail
francs ,francs
jon ,Jon
salon ,salon
medikament ,drug
demnächst ,soon
geboten ,offered
spike ,spike
auslösen ,trigger
pferden ,horses
lebensmittel ,groceries
ruhiger ,calm
durchsuchungsbefehl ,search command
allmählich ,gradually
benommen ,dazed
adieu ,Adieu
fragten ,asked
vortrag ,lecture
amerikas ,America
sherry ,sherry
och ,ox
oui ,oui
erpressen ,blackmail
flittchen ,hussy
zähnen ,teeth
u-boot ,submarine
daniels ,Daniels
endete ,ended
ängstlich ,fearful
she ,shine
as ,AS
durchbruch ,breakthrough
dorothy ,dorothy
wiederhaben ,have again
schrecklicher ,more terrible
model ,model
besitze ,own
sorg ,worry
sophia ,Sophia
sullivan ,Sullivan
chor ,Choir
zuschlagen ,strike
schere ,scissors
kampagne ,campaign
jax ,Jax
verrücktes ,crazy
gestartet ,launched
reinigen ,clean
stoppt ,stopped
lucky ,lucky
quälen ,torture
berufung ,vocation
luis ,Luis
knöchel ,ankle
zeitplan ,Time schedule
zerbrochen ,broken
verfluchter ,curse
weichei ,wimp
jegliche ,any
versuchung ,temptation
shelby ,Shelby
beitrag ,contribution
picknick ,picnic
argument ,argument
reiner ,pure
flüstern ,to whisper
dummheiten ,stupidness
meile ,mile
hamburger ,hamburger
kontaktiert ,contacted
spione ,spies
fähnrich ,ensign
erinnerte ,recalled
türklingel ,door bell
henri ,Henri
dynamit ,dynamite
organe ,organs
fell ,fur
sonnenschein ,sunshine
archie ,archie
lache ,laugh
elisabeth ,Elisabeth
aufgelegt ,hung up
bräutigam ,groom
chinesische ,Chinese
monats ,month
shakespeare ,Shakespeare
verrät ,reveal
drunter ,underneath
schottland ,Scotland
drohung ,threat
wa ,WA
wende ,turn
gefoltert ,tortured
erwachsener ,adult
einzigartig ,unique
briten ,British
profis ,professionals
mon ,mon
übertreiben ,exaggerate
ressourcen ,resources
bischof ,bishop
nationale ,national
ausstehen ,stand
geschwister ,siblings
mountain ,mountain
zurücktreten ,resign
avery ,avery
roberts ,Roberts
axt ,Axe
hugh ,hugh
händler ,dealer
ägypten ,Egypt
überdenken ,rethink
ludwig ,Ludwig
fiona ,fiona
warme ,warmth
joel ,joel
konzentrier ,concentration
del ,del
dampf ,steam
missbraucht ,abused
loyal ,loyal
wurzeln ,root
aufhängen ,hanging
wurm ,worm
kathy ,Kathy
kerze ,candle
bereue ,regret
loslegen ,getting started
o.k. ,OK.
fingen ,caught
besatzung ,crew
dog ,dog
klüger ,smarter
zugestoßen ,dipped
befürchten ,fear
folgende ,the following
schmerzhaft ,painful
jody ,jody
beschrieben ,described
zittern ,tremble
standpunkt ,position
visier ,visor
rang ,rank
phoenix ,Phoenix
wesley ,Wesley
herausfindet ,find out
schaute ,looked at
theoretisch ,theoretically
if ,IF
chan ,chan
beutel ,bag
drängen ,push
schlimmen ,slim
klient ,client
hängst ,haulage
veranda ,veranda
pam ,pam
jüngste ,youngest
strahlung ,radiation
betrügt ,cheated
unendlich ,infinite
gedichte ,poems
sven ,Sven
irene ,Irene
gereist ,traveled
schiss ,shit
benimmst ,behave
schwangerschaft ,pregnancy
subcentral ,subcentral
kopien ,copies
infrage ,in question
zweifeln ,doubt
nonne ,nun
müsse ,must
juliette ,Juliette
richtet ,directed
lecken ,lick
feuerwerk ,Fireworks
neueste ,latest
geistes ,spirit
verletzten ,injured
abwechslung ,variety
ausgeführt ,executed
kleingeld ,change
evans ,Evans
gelegentlich ,occasionally
denise ,denise
braten ,roast meat
angelegt ,created
artie ,artia
corporal ,corporal
entsteht ,is created
rogers ,Rogers
herzschlag ,Heartbeat
glücklicherweise ,fortunately
heilung ,cure
cäsar ,Caesar
angeklagten ,defendant
profit ,profit
brüllen ,roar
verschieden ,different
münzen ,coin
hinterlässt ,leaves
königlichen ,royal
stadtrat ,City council
pressekonferenz ,press conference
nich ,non -
geschaut ,looked
zugegeben ,admittedly
end ,end
komisches ,odd one
regie ,directing
merk ,grant
boote ,boat
verbrennt ,burned
allergisch ,allergic
schweizer ,Swiss
verdächtiger ,suspicious
gasse ,alley
tussi ,chicken
befürchtet ,feared
reite ,ride
außerirdische ,alien
ehemaliger ,former
radar ,radar
gestattet ,allowed
gefecht ,battle
angeschaut ,watched
gedient ,served
pension ,pension
strich ,strain
lippenstift ,lipstick
stab ,Rod
außerirdischen ,alien
termine ,Events
maler ,painter
verweigert ,refused
boxer ,boxer
vorteile ,advantages
ausstellung ,exhibition
tragisch ,tragic
rasch ,rapid
oberste ,top
polizistin ,policewoman
windeln ,diapers
detroit ,Detroit
arizona ,Arizona
universums ,universe
aufheben ,lift
narben ,scar
fleißig ,diligent
freizeit ,leisure time
elegant ,elegant
dolch ,dagger
sloan ,sloan
eindringen ,penetration
auszeit ,time -out
internationalen ,international
fielen ,fell
weggeworfen ,thrown away
vergeuden ,waste
blätter ,leaves
blass ,pale
konzept ,concept
look ,look
keineswegs ,in no way
faden ,thread
kleinste ,smallest
geschrien ,scream
ertrunken ,drowned
blase ,bladder
treffpunkt ,meeting point
schrift ,writing
mathe ,maths
royal ,royal
evelyn ,Evelyn
britische ,British
körperlich ,physically
konzentration ,concentration
schaltet ,switches
draht ,wire
at ,at
älteste ,oldest
höhere ,higher
gerannt ,ranned
tower ,tower
gedrückt ,depressed
reinigung ,cleaning
fordert ,demands
ideale ,ideal
stiehlt ,steal
money ,money
eiern ,egg
dritter ,third
züge ,Trains
optionen ,options
ge ,ge
roland ,Roland
ersticken ,suffocate
farmer ,farmer
batterie ,battery
obst ,fruit
badewanne ,bathtub
manches ,some things
droge ,drug
übertragung ,transmission
enge ,tightness
nickerchen ,nap
juhu ,juhu
cora ,cora
lungen ,lung
öffnete ,opened
abschneiden ,cut off
valentine ,Valentine
hierbei ,here
sorgst ,worry
phillip ,phillip
schaffte ,managed
omar ,omar
anfänger ,Beginner
gen ,gene
ungerecht ,unjust
reue ,repentance
two ,two
rhythmus ,rhythm
kündige ,quit
mitgehen ,go along
siegel ,seal
moore ,bog
stechen ,stab
baue ,build
prostituierte ,prostitute
heller ,brighter
umgehend ,immediately
hoffnungslos ,hopeless
checken ,check
drücke ,press
wong ,wong
merkwürdige ,strange
valley ,valley
brandy ,brandy
gelbe ,yellow
nützen ,take advantage of
venedig ,Venice
gideon ,Gideon
lernten ,learned
benimmt ,tackled
georg ,Georg
mächtiger ,powerful
genutzt ,used
verzieh ,forgive
schüssel ,bowl
dreckigen ,dirty
wiegt ,weigh
kg ,kg
abraham ,Abraham
seltsamer ,stranger
hiervon ,from this
beraten ,advise
schienen ,rails
wirkliche ,real
träumt ,dreamy
versprech ,promise
ideal ,ideal
norma ,norma
sire ,sire
marschieren ,march
mitbewohner ,roommate
verlobung ,engagement
mio. ,Mio.
funken ,spark
gleichfalls ,same to you
geringsten ,the slightest
empfange ,receive
führten ,led
ex-frau ,ex wife
gelben ,yellow
lach ,laughing
vereinbart ,agreed
kimmy ,kimmy
prügel ,spanking
läuten ,ring
anzugreifen ,attack
balkon ,balcony
fran ,fran
flüchten ,flee
umkehren ,turning back
ansieht ,looking at
rechtfertigen ,justify
belügen ,lie
verdächtigt ,suspicious
begannen ,began
snow ,snow
oskar ,Oskar
englischen ,English
inspiriert ,inspired
murray ,murray
shirt ,shirt
erlaube ,allow
ertrinken ,drown
sorgfältig ,carefully
spuck ,spit
eingetroffen ,arrived
chang ,chang
lynette ,lynette
feine ,fine
home ,home
grosse ,size
schickten ,sent
überreste ,remains
how ,how
garantiere ,guarantees
unerträglich ,unbearable
vorerst ,for now
yale ,yale
verirrt ,lost
überstanden ,survived
harriet ,Harriet
liga ,league
wertlos ,worthless
marvin ,Marvin
gottverdammt ,goddamn
gesammelt ,collected
kanntest ,known
bezeichnet ,designated
beantworte ,answer
baltimore ,Baltimore
shirley ,shirley
connie ,Connie
netzwerk ,network
moses ,Moses
entstehen ,arise
ingalls ,ingalls
lauten ,ring
fasziniert ,Charmed
tvuser ,tvuser
ehrliche ,honest
akademie ,academy
grünes ,green
branche ,industry
rudy ,rudy
soße ,sauce
situationen ,situations
entführer ,hijacker
ewigen ,eternal
erzeugt ,generated
fünften ,fifth
dtv ,DTV
registriert ,registered
basketball ,basketball
abgesetzt ,discontinued
irgendwelchen ,some
vorsitzender ,chairman
bedürfnisse ,needs
suite ,suite
mhm-hm ,mhm-mm
regieren ,govern
barkeeper ,barkeeper
ausgemacht ,turned off
fritz ,Fritz
dateien ,files
dixon ,dixon
gegründet ,founded
wolke ,cloud
wall ,wall
umgang ,handling
schenk ,gift
festen ,firm
erziehung ,education
agentin ,agent
marines ,marines
hasen ,Rabbits
institut ,institute
mittleren ,middle
hingerichtet ,executed
lenken ,to steer
angewiesen ,reliant
überlebende ,survivor
bass ,bass
pearl ,pearl
lahm ,lame
basiert ,is based
rasieren ,shave
angeordnet ,arranged
gewalttätig ,violent
untergang ,downfall
flach ,flat
autogramm ,autograph
schwule ,gay
kompanie ,company
casino ,casino
solches ,such
sackgasse ,dead end
einbrecher ,housebreaker
stehenbleiben ,stop
erwartungen ,expectations
flüssigkeit ,liquid
erraten ,guess
verkaufst ,sold
vorsprung ,head Start
zahlst ,pay
verkäufer ,salesperson
zukommen ,get
abdrücke ,impressions
kurve ,Curve
kämpfst ,fight
les ,les
verziehen ,forgive
invasion ,invasion
pissen ,piss
klarer ,clearer
herrschen ,to rule
prince ,Prince
zylonen ,cylons
donnie ,Donnie
giles ,Giles
outfit ,outfit
prinzipien ,principles
rühr ,stir
entzückend ,delightful
reinen ,pure
drecksack ,dirty bag
frischen ,refresh
corabeth ,Corabeth
höhepunkt ,Climax
elsa ,Elsa
geduldig ,patient
rio ,rio
pest ,pest
wenigsten ,least
beschwert ,complained
natürliche ,natural
erzeugen ,generate
fürchterlich ,terrible
veröffentlichen ,publish
tvuser.de ,tvuser.de
wunderbares ,wonderful
isaac ,Isaac
unglücklicherweise ,Unfortunately
ratschläge ,advices
erstickt ,suffocated
vagina ,vagina
scharfe ,toughness
nutten ,hooker
äpfel ,apples
zoll ,customs
region ,region
zuliebe ,for the sake of
riefen ,shout
wachmann ,guardsman
gipfel ,summit
geübt ,practiced
d.j. ,D.J.
jammer ,misery
lädt ,load
galerie ,gallery
enkelin ,granddaughter
mönch ,monk
tinte ,ink
journalist ,journalist
glückspilz ,lucky one
platzen ,burst
ego ,ego
reinste ,purest
news ,news
aspirin ,aspirin
right ,right
andre ,other
früchte ,fruit
bart. ,beard.
gewähren ,grant
prophezeiung ,prophecy
winzig ,tiny
light ,light
tonnen ,metric tons
lizenz ,license
maßnahmen ,measures
ermittelt ,determined
stufen ,stages
w ,W
joy ,joy
lüg ,lug
who ,WHO
student ,University student
absetzen ,drop
schwindel ,dizziness
national ,national
fanny ,fanny
vorgeschlagen ,proposed
arbeitslos ,unemployed
borg ,Borg
getränke ,beverages
ick ,ick
joyce ,joyce
änderte ,changed
philadelphia ,Philadelphia
pfoten ,paws
ausländer ,foreigner
häng ,hanging
clyde ,clyde
kalender ,calendar
isabelle ,Isabelle
hannibal ,Hannibal
brüdern ,brothers
überstunden ,overtime
angehört ,listed
langweilen ,to bore
deutet ,interpret
griffin ,grip
friseur ,barber
oberen ,top
fertigmachen ,get ready
they ,all
teure ,expensive
silas ,silas
gedroht ,threatened
ana ,ana
ermordung ,assassination
maura ,bricklay
komischen ,strange
bestimmtes ,certain
diskret ,discreet
kriechen ,crawl
weißes ,white
luthor ,Luthor
hinüber ,over
zauberei ,sorcery
wünschst ,wish
nadia ,Nadia
biss ,bite
komischer ,strange
hotelzimmer ,Hotel room
delta ,delta
chinesischen ,Chinese
beängstigend ,scary
hills ,Hills
quentin ,quentin
frequenz ,frequency
vorhast ,intend
tödliche ,fatal
summer ,buzzer
verband ,Association
gebucht ,booked
investieren ,invest
website ,website
diät ,diet
benimm ,behave
vergangenen ,past
rodney ,rodney
verbringe ,spend
zukünftige ,future
kong ,kong
ehemalige ,former
chff ,CHFF
aufklären ,enlighten
kämen ,come
unauffällig ,unobtrusive
gefälscht ,fake
geier ,vulture
anschuldigungen ,accusations
sal ,salt
restlichen ,remaining
tomaten ,tomatoes
gonna ,gonna
philosophie ,philosophy
liebten ,loved
programmiert ,programmed
shawn ,Shawn
festgestellt ,noted
fällig ,due
kneipe ,bar
bezahlst ,paid
beende ,finish
fehlst ,fail
vornehmen ,make
sumpf ,swamp
apotheke ,pharmacy
internationale ,international
liefert ,delivers
wehen ,blow
bastarde ,bastarde
erstochen ,stabbed
schiffes ,ship
manuel ,manuel
nördlich ,north
american ,American
körpers ,body
schal ,scarf
anklagen ,accuse
schlagt ,beat
entscheidest ,decide
sammelt ,collected
gegenzug ,back
vorzubereiten ,prepare
enttäuschung ,disappointment
unterkunft ,accommodation
freilassen ,set free
grau ,Gray
hunt ,hunt
verlobter ,fiance
niere ,kidney
kratzen ,scratch
altar ,altar
erstaunt ,astonished
d.c. ,D.C.
ausbruch ,outbreak
tuch ,cloth
fahne ,banner
beleidigung ,insult
bedeutete ,meant
verhält ,behave
unheimliche ,scary
unsterblich ,immortal
hohes ,high
evakuieren ,evacuate
produziert ,produced
nachfolger ,successor
blicke ,look
vorschläge ,suggestions
chauffeur ,chauffeur
englische ,English
ironie ,irony
ausreichend ,sufficient
hit ,hit
anderthalb ,one and a half
erlösung ,salvation
käfer ,Beetle
küsschen ,Peck
eugene ,Eugene
auslöschen ,wipe out
ihretwegen ,because of them
limonade ,lemonade
hedley ,hedley
billige ,cheap
tequila ,tequila
schlachtfeld ,battlefield
knight ,knight
gemäß ,according to
angreifer ,attacker
hingegangen ,gone
dns ,DNS
zero ,zero
liefen ,walked
schale ,peel
restaurants ,restaurants
ausfindig ,located
mills ,mills
angriffe ,attack
rotes ,red
percy ,percy
modernen ,modern
motto ,motto
eintritt ,entry
bh ,bra
betroffen ,affected
misstrauisch ,suspicious
verwirrend ,confusing
kapelle ,chapel
starkes ,strong
brick ,brick
gebetet ,prayed
einrichten ,furnish
ausnutzen ,exploit
kinn ,chin
frisches ,freshness
quatschen ,chat
automatisch ,automatically
chad ,chad
körperverletzung ,Mayhem
spritzen ,spray
einwohner ,resident
renn ,racer
pink ,pink
chen ,chen
gezeichnet ,drawn
anständige ,decent
steif ,stiff
rekord ,record
durchgeknallt ,crazy
foltern ,torture
erspart ,saved
kuba ,Cuba
bräuchten ,need
überdosis ,overdose
armband ,bracelet
bert ,Bert
adoptiert ,adopted
komplizen ,accomplice
ehemaligen ,former
department ,department
einschalten ,turn on
handschrift ,manuscript
ältesten ,oldest
assistenten ,assistant
großartigen ,great
männlich ,masculine
übernimmst ,take over
übrigen ,on the other
klaviermusik ,piano music
ash ,Ash
viktor ,Viktor
judith ,Judith
gemietet ,rented
mischung ,mixture
luxus ,luxury
schwung ,swing
vicky ,vicky
hochgehen ,go up
wegtreten ,step away
stargate ,stargate
carlo ,Carlo
beherrscht ,controlled
grippe ,flu
informanten ,informant
mm-hmm ,mm-mmm
hülle ,covering
side ,side
floh ,escaped
kit ,kit
fitz ,fitz
nudeln ,pasta
schaf ,sheep
uhrzeit ,time
zigarre ,cigar
tänzerin ,dancer
einkaufszentrum ,shopping mall
vollmond ,full moon
mexikaner ,Mexican
piepst ,beep
gestoppt ,stopped
gray ,gray
eingerichtet ,furnished
umarmung ,hug
rohr ,pipe
batterien ,batteries
ella ,ella
spende ,donation
julius ,Julius
mumm ,mummy
gans ,goose
leuchten ,to shine
alien ,alien
dom ,cathedral
geriet ,ripped
unterzeichnet ,signed
operationen ,operations
schütteln ,shake
vermissten ,missing
angespannt ,tense
folgenden ,the following
fantastische ,fantastic
fies ,nasty
warp ,warp
heilt ,heals
auswirkungen ,effects
geschlecht ,gender
buchhalter ,Accountant
drache ,Dragon
computerlogbuch ,Computer logbook
deuten ,interpret
bildung ,education
aufbewahrt ,kept
persönlicher ,personal
erpresst ,blackmailed
sang ,sang
hinbringen ,bring down
amerikanischer ,American
üble ,rivet
einfaches ,simple
angesetzt ,scheduled
mmm ,mmm
hudson ,Hudson
josef ,Joseph
reagan ,Reagan
volltreffer ,bullet
jonah ,Jonah
totaler ,total
robinson ,Robinson
zustößt ,bumped
herrschaft ,domination
verhören ,interrogate
unverzüglich ,immediately
christina ,Christina
bemüht ,engaged
aufgefunden ,found
unfähig ,unable
stellten ,put
mi ,mi
ursprünglich ,originally
distanz ,distance
rufus ,reputation
verheimlichen ,hide
verstorben ,deceased
göttern ,gods
hunden ,dogs
letztens ,recently
jasper ,jasper
napoleon ,Napoleon
joshua ,Joshua
billigen ,appreciate
verschont ,spared
rendezvous ,date
empfehlung ,recommendation
handgelenk ,wrist
boten ,messenger
unterzeichnen ,sign
belasten ,burden
speziellen ,special
literatur ,literature
landete ,landed
gelangt ,reached
cooler ,cooler
quer ,cross
satelliten ,satellite
triff ,hustle and bustle
analysieren ,analyze
zuhälter ,pimp
zutiefst ,deeply
geleitet ,led
schlachten ,Butcher
angestellte ,employee
gestalten ,design
köpfen ,head
stipendium ,scholarship
illegale ,illegal
vergiften ,poison
here ,here
feiert ,celebrated
bewundern ,admire
herbert ,Herbert
furchtbaren ,terrible
hüfte ,hip
involviert ,involved
wurf ,litter
maschinenraum ,machine room
inspiration ,inspiration
ohio ,Ohio
samen ,seed
hinterhalt ,ambush
gewahrsam ,custody
schweres ,severe
einatmen ,breathe in
zurückhalten ,hold back
schlampen ,slut
parfüm ,Perfume
präsidentin ,president
abe ,abh
entlassung ,dismissal
todesstrafe ,death penalty
ausgebrochen ,broken out
wegfahren ,drive away
sultan ,sultan
hauch ,hint
abstellen ,turn off
pornos ,porn
erklärte ,explained
produzieren ,to produce
müller ,miller
gehängt ,hung
weinte ,cried
routine ,routine
merci ,merci
nellie ,nellie
xander ,Xander
schneid ,cutting
kluge ,wise
heart ,Heart
ländern ,countries
bevorzuge ,prefer
ctu ,CTU
umkreis ,radius
beschwerden ,complaints
teufels ,devil
brooke ,brooke
genehmigt ,approved
bildern ,pictures
scheißen ,shit
schenkte ,gift
erschlagen ,slay
irland ,Ireland
yard ,yard
journalisten ,journalists
fände ,find
zurückkomme ,come back
ärmel ,sleeve
fließen ,flow
arabisch ,Arabic
verfolge ,pursuing
juckt ,itchy
männliche ,male
klingonen ,klingon
zerrissen ,torn
tausch ,exchange
schlaganfall ,stroke
johannes ,John
popcorn ,Popcorn
gärtner ,gardener
bläst ,blow
jet ,jet
chester ,Chester
garantie ,guarantee
ändere ,change
jessie ,Jessie
anstand ,decency
power ,power
junkie ,junkie
vati ,dad
topf ,pot
packe ,pack
knöpfe ,Buttons
aussehe ,look
verabschiedet ,adopted
bedürfnis ,need
nähen ,sew
sprecher ,speaker
chemie ,chemistry
hinweisen ,Clues
stumm ,mute
zusammenhalten ,hold together
geradezu ,almost
mitzunehmen ,take with you
weite ,widening
lori ,lori
rippen ,rib
kühl ,cool
dahinten ,back there
techniker ,technician
abel ,abel
betet ,pray
beachten ,observe
baute ,built -up
bonjour ,Bonjour
schecks ,checks
ausgabe ,output
boyd ,boyd
vermasseln ,muck up
nötige ,necessary
südlich ,southern
gramm ,gram
laken ,sheet
bildet ,forms
bewahre ,beware
leises ,quiet
g. ,G.
lastwagen ,truck
kritik ,criticism
stürzte ,fell
behält ,keep
sofern ,provided
vermisste ,missing
entsetzlich ,terrible
francine ,francine
ermittler ,investigator
nikki ,Nikki
aufgestanden ,got up
fälschung ,fake
visiontext ,vision text
abschnitt ,section
hausarrest ,house arrest
sensibel ,sensitive
album ,album
lebewesen ,Creature
lösegeld ,ransom
verwechselt ,mistaken
prügeln ,beat
regnen ,rain
weichen ,soft
point ,point
pussy ,pussy
anvertrauen ,entrust
ollie ,ollie
kuppel ,dome
verließen ,leave
jakob ,jacob
besuchte ,visited
gewerkschaft ,labor union
herhören ,listen to
vorbeigekommen ,passed
stärken ,strengthen
hinzu ,in addition
wrack ,wreck
knarren ,creak
treibstoff ,fuel
signale ,signals
nachkommen ,progeny
hoppla ,Oops
verborgen ,hidden
belegt ,proven
babylon ,Babylon
waisenhaus ,orphanage
brasilien ,Brazil
bitteschön ,please
wurmloch ,hole
alters ,age
deb ,Deb
fee ,fairy
milton ,milton
quarantäne ,quarantine
kommunisten ,communist
stiftung ,"Foundation, endowment"
milo ,milo
